IncidentDetailSummary,Source,Subject
"Hago de su conocimiento, que el día de ayer 28 de noviembre de 2022, estaba trabajando con la computadora asignada, desconecté el cargador para utilizarla en otro lugar de trabajo, al conectarla nuevamente me aprecia una pantalla azul y la indicación sobre un error en batería.

Hice la prueba con otro cargador, pero persiste el problema, la computadora enciende, pero de inmediato se apaga.

Hoy, 29 de noviembre de 2022 asistí a la Dirección General de Sistemas, Soporte Técnico y me informan que el proveedor necesita checar el equipo, este por medio de la solicitud del enlace en nuestra dirección General. Para lo cual solicito su apoyo, a fin de cumplir con el proceso para su atención por parte del Soporte Técnico.

Datos del equipo de cómputo:

Número de inventario: 51576

Equipo HP

Nombre de la responsable:

Lucía Madelin Lino Osorio

HON 3086",Correo-e,revision de equipo 51576 por falla de bateria
"Problemas con Outlook en el equipo con número de inventario 54906, No llegan correos desde el día 29/11/2023",Ventanilla,Problemas con Outlook
Problemas para visualizar imágenes en el equipo con número de inventario 56758.,Ventanilla,Problemas para visualizar imágenes.
"Solicito su apoyo para la revisión del equipo con inventario 51697, debido a que cuando el equipo se prendió le apareció un aviso al usuario que la batería estaba baja por lo cual se apagó y al querer encender el equipo nuevamente arroja la captura de pantalla adjunta, el equipo lo usa personal de servicio social C. Gabriela Abigail Álvarez Martínez (SS1852) y está a resguardo de Lic. Griselda Rivas Jiménez (HON2432)",Correo-e,revision de equipo 51697
Mouse equipo 51559 fallando,Correo-e,Mouse equipo 51559 fallando
Equipo 58423 Fuera de Dominio,Ventanilla,Equipo 58423 Fuera de Dominio Heladio Ramírez Pineda
"Problemas con el explorador de archivos se queda pasmada la ventana, no deja cerrar la ventana. Equipo con número de inventario 57242 .",Correo-e,Problemas con el explorador de archivos
"Tecla de dirección hacia abajo no tiene tecla y falla.

Equipo con número de inventario 54764.",Correo-e,Falla en tecla de dirección hacia abajo.
"El equipo presenta fallas en sistema operativo, se estudia la causa por el cual se daño el sistema.

inv, 56746 del usuario : Edgardo Acosta Vergara",Ventanilla,Equipo no inicia Windows
Equipo 57242 se queda pasmado,Correo-e,Equipo  57242 se queda pasmado
Se solicita revisar el equipo 55238 ya que no puedo entrar con mi contraseña.,Ventanilla,Equipo Bloqueado
"Reporta Monitor dañado tiene una linea horizontal de color verde.

Inventario del equipo 52133",Teléfono,Reporta Monitor dañado tiene una linea horizontal de color verde
Se solicita desbloquear mi cuenta ya que mi contraseña se bloqueo inv. 54559,Teléfono,Bloqueo de Cuenta
Se solicita revisar equipo 56794 con problemas al iniciar sesión.,Correo-e,Equipo no entra a sesión
Reporta falla al iniciar sesión en pantalla de cifrado,Ventanilla,Reporta falla al iniciar sesión en pantalla de cifrado
Presenta fallas teclado por derrame de liquido equipo 51270,Correo-e,Presenta fallas teclado por derrame de liquido equipo 51270
Usuario solicita apoyo ya que no puede visualizar la vista previa de los PDF.,Teléfono,no puede ver la vista previa de los PDF
"Solicitamos de su ayuda para verificar Livelink, ya que el usuario Brenda Montalvan Calderon bmontalvan@asf.gob.mx reporta lo siguiente:

Para entrar a la plataforma de livelink cuando los documentos traen copia de conocimiento para un interno, no están cargados ningún servidor público, lo que implica que no les pueda compartir el documento.",Correo-e,error en livelink no muestra los destinatarios
Problemas para descargar archivos Word de SICSA,Correo-e,Problemas para descargar archivos Word de SICSA
"Con el gusto de saludarlos, me permito solicitar de su valioso apoyo con la finalidad de revisar el Buzón Digital, ya que al firmar no se vincular mi RFC con mi nombre y aparece el de otra persona José Manuel Cañizo Vera.",Correo-e,FALLA EN LA FIRMA DE BUZÓN DIGITAL RFC NO ESTA VINCULADO A MI NOMBRE
"Problemas de impresión

planta baja

aula 5",Teléfono,Problemas de impresión
"Problemas para autentificar seguridad en ICADEFIS, al momento de querer registrar el código que llega al celular no permite ingresar al ICADEFIS.",Teléfono,Problemas para autentificar seguridad en ICADEFIS
"Problemas de impresión

impresora inv: 32981

piso 11

DGAFFC",Teléfono,Problemas de impresión
"Reporta no poder establecer conexión en GlobalProtect, no le reconoce la contraseña",Teléfono,Reporta no poder establecer conexión en GlobalProtect
"Se solicita revisar el equipo inv. 58430, cuando se bloquea la pantalla no me permite entrar con mi cuenta.",Correo-e,Problemas con inicio de sesión
"Por este medio solicito su ayuda para revisar mi extensión telefónica (10378), ya que las personas que me llaman no me escuchan, en mi auricular si puede escuchar, ya hice varias pruebas, desconecte los cables y reinicie el teléfono, pero sigue la falla. Agradecería su apoyo.",Correo-e,falla extension de telefono
No hay livelink,Correo-e,No hay livelink
Se solicita revisión de mi equipo 57751 ya que no me permite entrar a PDF24,Ventanilla,Error al querer entrar a PDf24
Problemas con conexión a red Ethernet y local.,Teléfono,Problemas con conexión a internet.
"Problemas de conexión inalámbrica y local

PISO 5

GASTO FEDERALIZADO D",Teléfono,Problemas de conexión inalámbrica
equipo no enciende,Teléfono,equipo no enciende
Reporta falla al intentar abrir enlace desde Outlook,Teléfono,Reporta falla al intentar abrir enlace de correo
Falla al iniciar sesión en pantalla de cifrado y Windows.,Ventanilla,Falla al iniciar sesión en pantalla de cifrado y Windows.
Equipo con número de inventario 56832 no enciende.,Ventanilla,Equipo no enciende
Se solicita la revisión de mi equipo ya que no me permite entrar inv. 51343,Ventanilla,Equipo fuera de dominio
Se solicita el desbloqueo de mi cuenta ya que no puedo entrar a mi equipo 51624.,Ventanilla,Bloqueo de Cuenta
"Reporta problemas para realizar llamadas en CISCO

piso 6

ala sur c

ext. 10733

normatividad

INV: 53429",Ventanilla,Reporta problemas para realizar llamadas
Reporta falla al intentar ingresar a videoconferencia en Teams,Ventanilla,Reporta falla al intentar ingresar a videoconferencia en Teams
"Solicito de su amable intervención para poder autorizar el folio 135616 del modulo de seguimiento / recepción de respuestas / por la DGICR, anexo pantalla con error mencionado.",Correo-e,Error en el folio 135616
problemas para conectarse a una reunion en teams,Teléfono,problemas para conectarse a una reunion en teams
Reporta falla al intentar ingresar a su sesión,Teléfono,Reporta falla al intentar ingresar a su sesión
Solicito de su valioso apoyo con la finalidad de poder analizar el siguiente correo y bloquearlo de la institución ya que parece ser correo de extorsión o fraude,Correo-e,solicitud de revision y bloqueo de correos electrónicos
Usuario solicita asistencia para poder visualizar un video de ICADEFIS.,Teléfono,no tiene acceso a un video de ICADEFIS
Problema en el inicio de sesión,Teléfono,Problema en el inicio de sesión
No tiene red Piso 4 Edificio B Barra Secretarial,Teléfono,No tiene red
Problemas PDF 24,Correo-e,Problemas PDF 24
Problemas para Cédulas en SICSA,Ventanilla,Problemas para cédulas en SICSA
"Por este medio, me permito solicitar su amable apoyo, a fin de dar trámite a la carga en SICSA del Pliego de Observaciones con clave de acción 2017-A-20000-16-1171-06-001, toda vez que, no puede enviarse a aprobación de DA y DG, ya que se visualiza la pantalla que se adjunta, a continuación:

Debe registrar los datos de Clave de Oficio de ingreso a la DGI Fecha del oficio y su fecha de Acuse",Correo-e,Trámite de SICSA para envío a DGI
"A través del presente, solicito su apoyo para dar trámite de envió a DGI en SICSA, ya que al tratar de enviar a Director arroja la pantalla anexa a continuación, sin desplegar la opción para llenar dichos campos.

Sin más por el momento, quedo atento a su respuesta.

Acción con clave: 2021-5-11O00-19-0098-06-001",Correo-e,SE SOLICITA APOYO PARA ENVÍO A DGI EN SICSA
"Podrían ayudar al usuario Victor francisco Fosado, le aparece el siguiente error al cargar en el apartado de informes, cuando entra a Antecedentes o el texto de un nuevo resultado

indice fuera de los limites de la matriz",Correo-e,error al cargar en el apartado de informes
Se solicita se revise el equipo inv. 55180 ya que se tarda en iniciar sesión hasta 30 min.,Ventanilla,Problemas al accesar al equipo
"En alcance al correo que antecede, reitero la solicitud y me permito realizar la siguiente aclaración.

La carga es de la acción 2021-5-16B00-22-0080-06-004

Y la acción superveniente es la 2021-5-16B00-22-0080-15-004",Correo-e,manda error al registrar los datos de oficio
"Solicito su apoyo, para la revisión del SICSA en la cuenta de la Lic. Diana Conejo Sarmiento, debido a que le aparece un error cuando intenta editar los resultados y no genera el WORD.

Adjuntamos correo con la captura del error mencionado.",Correo-e,muestra mensaje de error al editar algun resultado
"Por este medio, me permito solicitar su amable apoyo, a fin de dar trámite a la carga en SICSA del Pliego de Observaciones con clave de acción 2017-0-08100-12-1594-06-011, toda vez que, no puede enviarse a aprobación de DA y DG, ya que se visualiza la pantalla que se adjunta, a continuación:",Correo-e,Trámite de SICSA para envío a DGI
Se solicita revisar el archivo en Excel ya que no me permite copiar y se traba el equipo,Ventanilla,Problemas con un archivo en Excell
Se solicita desbloquear la cuenta ya que no permite entrar al equipo 57343 por exceso de intentos.,Ventanilla,Cuenta Bloqueada
"Buen día, se solicita la revisión del equipo 57444 a resguardo de Alfonso Alvaro Anaya Luna (HON2273), debido a que no se pueden descargar formatos del Sistema de Control de Documentos.",Correo-e,revision del equipo 57444
"En alcance al correo que antecede y derivado de la solicitud realizada con respecto a SICSA para dar trámite de envió a DGI, enlisto las acciones que después de haberle dado el estado de trámite correspondiente, no se visualizan los campos de la imagen del correo.

2017-0-08100-15-0306-06-004

2017-0-08100-15-0306-06-005

2017-0-08100-15-0306-06-009

2017-0-08100-15-0306-06-010

2017-0-08100-15-0306-06-013

2017-0-08100-15-0306-06-014",Correo-e,SICSA envió a DGI
Teclado dañado con inventario 51733 se encuentra roto la base de las teclas,Correo-e,Teclado dañado con inventario 51733
Fallas en el sistema de préstamo de cajas,Correo-e,Fallas en el sistema de préstamo de cajas
"Solicitamos de su apoyo para revisar el internet en el piso 8 sala D, ya que se esta llevando una audiencia y tienes problemas de conexión.",Correo-e,revisar el internet en el piso 8 sala D
"Problemas de office, TEAMS y conexión a pantalla por HDMI",Ventanilla,Problemas de office y conexión a pantalla por HDMI
reporta que el telefono esta fallando,Teléfono,reporta que el telefono esta fallando
Se solicita la revisión del equipo 54365 ya que no me permite conectarme con mi contraseña,Ventanilla,Equipo Bloqueado
Se solicita el cambio de contraseña del equipo inv. 54311,Ventanilla,Se solicita el cambio de contraseña
Se solicita la revisión del equipo 55023 ya que no me permite entrar con mi contraseña.,Ventanilla,Contraseña bloqueada
Se solicita la revisión del equipo 57341 ya que está bloqueada.,Ventanilla,Equipo Bloqueado
"Por medio del presente solicito su amable apoyo, con el propósito de que se revise el correo electrónico remitido a una persona adscrita a esta UAA y, de ser necesario el equipo de cómputo, los datos se indican a continuación:

Datos requeridos para levantar el ticket a Soporte

Nombre Completo:

Mariana Cruz López

Puesto:

Auditora de Fiscalización A

Número de Empleado:

10618

Número de Inventario del equipo de cómputo:

56889",Correo-e,revision de correo por posible virus
Se solicita la revisión del equipo 57610 ya que se calentó y sale humo.,Teléfono,Falla en equipo
"Problemas para iniciar sesión, equipo encriptado

de usuaria;

Mtra. Lilia Peña Labana Directora de Área",Teléfono,"Problemas para iniciar sesión, equipo encriptado"
"Escribo para solicitar de su apoyo, con respecto SICSA para dar trámite de envió a DGI, ya que al tratar de enviar a Director me arroja esta pantalla, pero en ningún lado de desplega la opción para llenar dichos campos",Correo-e,no deja registrar los datos de la calve de oficio ingreso a la DGI
"Por este medio quiero reportar que el SIA (Sistema Institucional de Archivos) sigue muy lento. Tarda demasiado en cargar los procesos de Ingreso, préstamo y consulta en las áreas de la DGRRFEM, DGI Y DGR.",Correo-e,problemas con el sistema integral de archivo
"el sistema de Archivo de Tramite (SIA) esta lento y aunque cargan las pestañas, no deja terminar de realizar las actividades propias del archivo, como que los usuarios puedan pedir las cajas, envío captura de pantalla del sistema",Correo-e,SISTEMA archivo SIA
"Problema para Outlook, no llegan los correos.",Teléfono,Problema para Outlook
Reporta equipo bloqueado en pantalla de cifrado,Ventanilla,Reporta equipo bloqueado en pantalla de cifrado
Se solicita la revisión del equipo ya que no conecta a internet.,Ventanilla,Sin conexión a Internet
